valid_time,time,step,t2m
2005-01-29 18:00:00,2005-01-01,28 days 18:00:00,2.3158863
2005-01-30 00:00:00,2005-01-01,29 days 00:00:00,2.1732237
2005-01-30 06:00:00,2005-01-01,29 days 06:00:00,1.8973607
2005-01-30 12:00:00,2005-01-01,29 days 12:00:00,2.8127782
2005-01-30 18:00:00,2005-01-01,29 days 18:00:00,1.8931726
2005-01-31 00:00:00,2005-01-01,30 days 00:00:00,1.449781
2005-01-31 06:00:00,2005-01-01,30 days 06:00:00,1.1399982
2005-01-31 12:00:00,2005-01-01,30 days 12:00:00,2.4910347
2005-01-31 18:00:00,2005-01-01,30 days 18:00:00,1.5037713
2005-02-01 00:00:00,2005-01-01,31 days 00:00:00,1.0400546
2005-02-01 06:00:00,2005-01-01,31 days 06:00:00,0.6710288
2005-02-01 12:00:00,2005-01-01,31 days 12:00:00,2.3512645
2005-02-01 18:00:00,2005-01-01,31 days 18:00:00,1.3558656
2005-02-02 00:00:00,2005-01-01,32 days 00:00:00,0.89770573
2005-02-02 06:00:00,2005-01-01,32 days 06:00:00,0.48236606
2005-02-02 12:00:00,2005-01-01,32 days 12:00:00,2.5048237
2005-02-02 18:00:00,2005-01-01,32 days 18:00:00,1.642407
2005-02-03 00:00:00,2005-01-01,33 days 00:00:00,1.183748
2005-02-03 06:00:00,2005-01-01,33 days 06:00:00,0.8322642
2005-02-03 12:00:00,2005-01-01,33 days 12:00:00,2.653415
2005-02-03 18:00:00,2005-01-01,33 days 18:00:00,1.5961865
2005-02-04 00:00:00,2005-01-01,34 days 00:00:00,1.0462455
2005-02-04 06:00:00,2005-01-01,34 days 06:00:00,0.7009837
2005-02-04 12:00:00,2005-01-01,34 days 12:00:00,2.5790427
2005-02-04 18:00:00,2005-01-01,34 days 18:00:00,1.6766158
2005-02-05 00:00:00,2005-01-01,35 days 00:00:00,1.1285652
2005-02-05 06:00:00,2005-01-01,35 days 06:00:00,0.805118
2005-02-05 12:00:00,2005-01-01,35 days 12:00:00,2.438788
2005-02-05 18:00:00,2005-01-01,35 days 18:00:00,1.4687058
2005-02-06 00:00:00,2005-01-01,36 days 00:00:00,1.0301878
2005-02-06 06:00:00,2005-01-01,36 days 06:00:00,0.7142234
2005-02-06 12:00:00,2005-01-01,36 days 12:00:00,2.418994
2005-02-06 18:00:00,2005-01-01,36 days 18:00:00,1.5441792
2005-02-07 00:00:00,2005-01-01,37 days 00:00:00,1.1155144
2005-02-07 06:00:00,2005-01-01,37 days 06:00:00,0.80950624
2005-02-07 12:00:00,2005-01-01,37 days 12:00:00,2.7346861
2005-02-07 18:00:00,2005-01-01,37 days 18:00:00,2.161266
2005-02-08 00:00:00,2005-01-01,38 days 00:00:00,1.841595
2005-02-08 06:00:00,2005-01-01,38 days 06:00:00,1.3991392
2005-02-08 12:00:00,2005-01-01,38 days 12:00:00,2.9579303
2005-02-08 18:00:00,2005-01-01,38 days 18:00:00,2.009038
2005-02-09 00:00:00,2005-01-01,39 days 00:00:00,1.5052825
2005-02-09 06:00:00,2005-01-01,39 days 06:00:00,1.317834
2005-02-09 12:00:00,2005-01-01,39 days 12:00:00,2.900878
2005-02-09 18:00:00,2005-01-01,39 days 18:00:00,2.1772578
2005-02-10 00:00:00,2005-01-01,40 days 00:00:00,1.7072052
2005-02-10 06:00:00,2005-01-01,40 days 06:00:00,1.4192686
2005-02-10 12:00:00,2005-01-01,40 days 12:00:00,3.1926584
2005-02-10 18:00:00,2005-01-01,40 days 18:00:00,2.3249884
2005-02-11 00:00:00,2005-01-01,41 days 00:00:00,1.9271306
2005-02-11 06:00:00,2005-01-01,41 days 06:00:00,1.6523762
2005-02-11 12:00:00,2005-01-01,41 days 12:00:00,3.2411602
2005-02-11 18:00:00,2005-01-01,41 days 18:00:00,2.2480779
2005-02-12 00:00:00,2005-01-01,42 days 00:00:00,1.461686
2005-02-12 06:00:00,2005-01-01,42 days 06:00:00,1.026662
2005-02-12 12:00:00,2005-01-01,42 days 12:00:00,2.7350302
2005-02-12 18:00:00,2005-01-01,42 days 18:00:00,1.7894887
2005-02-13 00:00:00,2005-01-01,43 days 00:00:00,1.4666206
2005-02-13 06:00:00,2005-01-01,43 days 06:00:00,1.2827948
2005-02-13 12:00:00,2005-01-01,43 days 12:00:00,2.9247053
2005-02-13 18:00:00,2005-01-01,43 days 18:00:00,2.0682974
2005-02-14 00:00:00,2005-01-01,44 days 00:00:00,1.3624806
2005-02-14 06:00:00,2005-01-01,44 days 06:00:00,1.0620716
2005-02-14 12:00:00,2005-01-01,44 days 12:00:00,2.8682008
2005-02-14 18:00:00,2005-01-01,44 days 18:00:00,1.8626428
2005-02-15 00:00:00,2005-01-01,45 days 00:00:00,1.3253404
2005-02-15 06:00:00,2005-01-01,45 days 06:00:00,1.0213078
2005-02-15 12:00:00,2005-01-01,45 days 12:00:00,2.9617488
2005-02-15 18:00:00,2005-01-01,45 days 18:00:00,2.1655009
2005-02-16 00:00:00,2005-01-01,46 days 00:00:00,1.9313605
2005-02-16 06:00:00,2005-01-01,46 days 06:00:00,1.8728659
2005-02-16 12:00:00,2005-01-01,46 days 12:00:00,3.5536995
2005-02-16 18:00:00,2005-01-01,46 days 18:00:00,2.7207546
2005-02-17 00:00:00,2005-01-01,47 days 00:00:00,2.0381057
2005-02-17 06:00:00,2005-01-01,47 days 06:00:00,1.3593487
2005-02-17 12:00:00,2005-01-01,47 days 12:00:00,3.324363
2005-02-17 18:00:00,2005-01-01,47 days 18:00:00,2.2555954
2005-02-18 00:00:00,2005-01-01,48 days 00:00:00,1.6444033
2005-02-18 06:00:00,2005-01-01,48 days 06:00:00,1.292099
2005-02-18 12:00:00,2005-01-01,48 days 12:00:00,3.1467257
2005-02-18 18:00:00,2005-01-01,48 days 18:00:00,1.8863884
2005-02-19 00:00:00,2005-01-01,49 days 00:00:00,1.0601344
2005-02-19 06:00:00,2005-01-01,49 days 06:00:00,0.71016407
2005-02-19 12:00:00,2005-01-01,49 days 12:00:00,3.012698
2005-02-19 18:00:00,2005-01-01,49 days 18:00:00,2.0917
2005-02-20 00:00:00,2005-01-01,50 days 00:00:00,1.5153036
2005-02-20 06:00:00,2005-01-01,50 days 06:00:00,1.0877388
2005-02-20 12:00:00,2005-01-01,50 days 12:00:00,2.9106593
2005-02-20 18:00:00,2005-01-01,50 days 18:00:00,1.9502074
2005-02-21 00:00:00,2005-01-01,51 days 00:00:00,1.2245736
2005-02-21 06:00:00,2005-01-01,51 days 06:00:00,0.7590412
2005-02-21 12:00:00,2005-01-01,51 days 12:00:00,3.0370252
2005-02-21 18:00:00,2005-01-01,51 days 18:00:00,1.9077045
2005-02-22 00:00:00,2005-01-01,52 days 00:00:00,1.1400367
2005-02-22 06:00:00,2005-01-01,52 days 06:00:00,0.7300525
2005-02-22 12:00:00,2005-01-01,52 days 12:00:00,3.0616333
2005-02-22 18:00:00,2005-01-01,52 days 18:00:00,2.169731
2005-02-23 00:00:00,2005-01-01,53 days 00:00:00,1.4202993
2005-02-23 06:00:00,2005-01-01,53 days 06:00:00,0.85167634
2005-02-23 12:00:00,2005-01-01,53 days 12:00:00,3.1820104
2005-02-23 18:00:00,2005-01-01,53 days 18:00:00,1.8983527
2005-02-24 00:00:00,2005-01-01,54 days 00:00:00,0.93926936
2005-02-24 06:00:00,2005-01-01,54 days 06:00:00,0.4189131
2005-02-24 12:00:00,2005-01-01,54 days 12:00:00,3.0318816
2005-02-24 18:00:00,2005-01-01,54 days 18:00:00,1.874236
2005-02-25 00:00:00,2005-01-01,55 days 00:00:00,1.0474384
2005-02-25 06:00:00,2005-01-01,55 days 06:00:00,0.5559929
2005-02-25 12:00:00,2005-01-01,55 days 12:00:00,2.5923991
2005-02-25 18:00:00,2005-01-01,55 days 18:00:00,1.4298728
2005-02-26 00:00:00,2005-01-01,56 days 00:00:00,0.6335195
2005-02-26 06:00:00,2005-01-01,56 days 06:00:00,0.49708587
2005-02-26 12:00:00,2005-01-01,56 days 12:00:00,3.1570394
2005-02-26 18:00:00,2005-01-01,56 days 18:00:00,2.3018224
2005-02-27 00:00:00,2005-01-01,57 days 00:00:00,1.6586425
2005-02-27 06:00:00,2005-01-01,57 days 06:00:00,1.265828
2005-02-27 12:00:00,2005-01-01,57 days 12:00:00,3.4619083
2005-02-27 18:00:00,2005-01-01,57 days 18:00:00,2.204771
2005-02-28 00:00:00,2005-01-01,58 days 00:00:00,1.4027729
2005-02-28 06:00:00,2005-01-01,58 days 06:00:00,1.0622673
2005-02-28 12:00:00,2005-01-01,58 days 12:00:00,3.3557286
2005-02-28 18:00:00,2005-01-01,58 days 18:00:00,2.1527884
2005-03-01 00:00:00,2005-01-01,59 days 00:00:00,1.5017096
2005-03-01 06:00:00,2005-01-01,59 days 06:00:00,1.3461015
2005-03-01 12:00:00,2005-01-01,59 days 12:00:00,3.5943894
2005-03-01 18:00:00,2005-01-01,59 days 18:00:00,2.2550519
2005-03-02 00:00:00,2005-01-01,60 days 00:00:00,1.337659
2005-03-02 06:00:00,2005-01-01,60 days 06:00:00,0.7378604
2005-03-02 12:00:00,2005-01-01,60 days 12:00:00,3.1995373
2005-03-02 18:00:00,2005-01-01,60 days 18:00:00,1.6654865
2005-03-03 00:00:00,2005-01-01,61 days 00:00:00,0.6815263
2005-03-03 06:00:00,2005-01-01,61 days 06:00:00,0.44362015
2005-03-03 12:00:00,2005-01-01,61 days 12:00:00,3.1084116
2005-03-03 18:00:00,2005-01-01,61 days 18:00:00,1.9306142
2005-03-04 00:00:00,2005-01-01,62 days 00:00:00,0.79333997
2005-03-04 06:00:00,2005-01-01,62 days 06:00:00,0.15527816
2005-03-04 12:00:00,2005-01-01,62 days 12:00:00,2.9284964
2005-03-04 18:00:00,2005-01-01,62 days 18:00:00,1.6539128
2005-03-05 00:00:00,2005-01-01,63 days 00:00:00,0.6267525
2005-03-05 06:00:00,2005-01-01,63 days 06:00:00,0.24121875
2005-03-05 12:00:00,2005-01-01,63 days 12:00:00,3.3950062
2005-03-05 18:00:00,2005-01-01,63 days 18:00:00,2.1426206
2005-03-06 00:00:00,2005-01-01,64 days 00:00:00,1.5697091
2005-03-06 06:00:00,2005-01-01,64 days 06:00:00,1.5538632
2005-03-06 12:00:00,2005-01-01,64 days 12:00:00,3.8775287
2005-03-06 18:00:00,2005-01-01,64 days 18:00:00,2.584621
2005-03-07 00:00:00,2005-01-01,65 days 00:00:00,1.7183806
2005-03-07 06:00:00,2005-01-01,65 days 06:00:00,1.2797878
2005-03-07 12:00:00,2005-01-01,65 days 12:00:00,3.8070776
2005-03-07 18:00:00,2005-01-01,65 days 18:00:00,2.6794548
2005-03-08 00:00:00,2005-01-01,66 days 00:00:00,1.7532537
2005-03-08 06:00:00,2005-01-01,66 days 06:00:00,1.0368326
2005-03-08 12:00:00,2005-01-01,66 days 12:00:00,3.7367206
2005-03-08 18:00:00,2005-01-01,66 days 18:00:00,2.296996
2005-03-09 00:00:00,2005-01-01,67 days 00:00:00,1.2361507
2005-03-09 06:00:00,2005-01-01,67 days 06:00:00,0.9362864
2005-03-09 12:00:00,2005-01-01,67 days 12:00:00,3.9369755
2005-03-09 18:00:00,2005-01-01,67 days 18:00:00,2.7153764
2005-03-10 00:00:00,2005-01-01,68 days 00:00:00,1.7985479
2005-03-10 06:00:00,2005-01-01,68 days 06:00:00,1.4434851
2005-03-10 12:00:00,2005-01-01,68 days 12:00:00,4.323597
2005-03-10 18:00:00,2005-01-01,68 days 18:00:00,3.2275896
2005-03-11 00:00:00,2005-01-01,69 days 00:00:00,2.2333293
2005-03-11 06:00:00,2005-01-01,69 days 06:00:00,1.9016918
2005-03-11 12:00:00,2005-01-01,69 days 12:00:00,4.6954722
2005-03-11 18:00:00,2005-01-01,69 days 18:00:00,3.4397855
2005-03-12 00:00:00,2005-01-01,70 days 00:00:00,2.5483878
2005-03-12 06:00:00,2005-01-01,70 days 06:00:00,2.1062534
2005-03-12 12:00:00,2005-01-01,70 days 12:00:00,4.8983035
2005-03-12 18:00:00,2005-01-01,70 days 18:00:00,3.795799
2005-03-13 00:00:00,2005-01-01,71 days 00:00:00,2.9665506
2005-03-13 06:00:00,2005-01-01,71 days 06:00:00,2.449769
2005-03-13 12:00:00,2005-01-01,71 days 12:00:00,4.9960017
2005-03-13 18:00:00,2005-01-01,71 days 18:00:00,3.8372772
2005-03-14 00:00:00,2005-01-01,72 days 00:00:00,2.7327719
2005-03-14 06:00:00,2005-01-01,72 days 06:00:00,2.312341
2005-03-14 12:00:00,2005-01-01,72 days 12:00:00,5.1619377
2005-03-14 18:00:00,2005-01-01,72 days 18:00:00,3.8738604
2005-03-15 00:00:00,2005-01-01,73 days 00:00:00,2.4069684
2005-03-15 06:00:00,2005-01-01,73 days 06:00:00,1.8082982
2005-03-15 12:00:00,2005-01-01,73 days 12:00:00,4.697537
2005-03-15 18:00:00,2005-01-01,73 days 18:00:00,3.4313343
2005-03-16 00:00:00,2005-01-01,74 days 00:00:00,2.065168
2005-03-16 06:00:00,2005-01-01,74 days 06:00:00,1.2844056
2005-03-16 12:00:00,2005-01-01,74 days 12:00:00,4.226184
2005-03-16 18:00:00,2005-01-01,74 days 18:00:00,2.8405418
2005-03-17 00:00:00,2005-01-01,75 days 00:00:00,1.579683
2005-03-17 06:00:00,2005-01-01,75 days 06:00:00,1.0490482
2005-03-17 12:00:00,2005-01-01,75 days 12:00:00,4.014956
2005-03-17 18:00:00,2005-01-01,75 days 18:00:00,2.8404202
2005-03-18 00:00:00,2005-01-01,76 days 00:00:00,1.6993384
2005-03-18 06:00:00,2005-01-01,76 days 06:00:00,1.3207871
2005-03-18 12:00:00,2005-01-01,76 days 12:00:00,4.5886054
2005-03-18 18:00:00,2005-01-01,76 days 18:00:00,3.3018382
2005-03-19 00:00:00,2005-01-01,77 days 00:00:00,1.9951874
2005-03-19 06:00:00,2005-01-01,77 days 06:00:00,1.6291289
2005-03-19 12:00:00,2005-01-01,77 days 12:00:00,4.702725
2005-03-19 18:00:00,2005-01-01,77 days 18:00:00,3.4763265
2005-03-20 00:00:00,2005-01-01,78 days 00:00:00,2.2591653
2005-03-20 06:00:00,2005-01-01,78 days 06:00:00,1.8324581
2005-03-20 12:00:00,2005-01-01,78 days 12:00:00,4.949514
2005-03-20 18:00:00,2005-01-01,78 days 18:00:00,3.6778848
2005-03-21 00:00:00,2005-01-01,79 days 00:00:00,2.4180584
2005-03-21 06:00:00,2005-01-01,79 days 06:00:00,2.0205965
2005-03-21 12:00:00,2005-01-01,79 days 12:00:00,5.184641
2005-03-21 18:00:00,2005-01-01,79 days 18:00:00,3.8211737
2005-03-22 00:00:00,2005-01-01,80 days 00:00:00,2.450446
2005-03-22 06:00:00,2005-01-01,80 days 06:00:00,2.038592
2005-03-22 12:00:00,2005-01-01,80 days 12:00:00,5.3211026
2005-03-22 18:00:00,2005-01-01,80 days 18:00:00,4.0375566
2005-03-23 00:00:00,2005-01-01,81 days 00:00:00,2.7361665
2005-03-23 06:00:00,2005-01-01,81 days 06:00:00,2.2381968
2005-03-23 12:00:00,2005-01-01,81 days 12:00:00,5.4616885
2005-03-23 18:00:00,2005-01-01,81 days 18:00:00,4.2735343
2005-03-24 00:00:00,2005-01-01,82 days 00:00:00,2.724227
2005-03-24 06:00:00,2005-01-01,82 days 06:00:00,2.1555035
2005-03-24 12:00:00,2005-01-01,82 days 12:00:00,5.7895646
2005-03-24 18:00:00,2005-01-01,82 days 18:00:00,4.4694357
2005-03-25 00:00:00,2005-01-01,83 days 00:00:00,2.9152517
2005-03-25 06:00:00,2005-01-01,83 days 06:00:00,2.3378565
2005-03-25 12:00:00,2005-01-01,83 days 12:00:00,5.6950374
2005-03-25 18:00:00,2005-01-01,83 days 18:00:00,4.2225466
2005-03-26 00:00:00,2005-01-01,84 days 00:00:00,2.6456974
2005-03-26 06:00:00,2005-01-01,84 days 06:00:00,2.1986911
2005-03-26 12:00:00,2005-01-01,84 days 12:00:00,5.499548
2005-03-26 18:00:00,2005-01-01,84 days 18:00:00,4.3267574
2005-03-27 00:00:00,2005-01-01,85 days 00:00:00,3.025161
2005-03-27 06:00:00,2005-01-01,85 days 06:00:00,2.7470446
2005-03-27 12:00:00,2005-01-01,85 days 12:00:00,6.024722
2005-03-27 18:00:00,2005-01-01,85 days 18:00:00,4.598075
2005-03-28 00:00:00,2005-01-01,86 days 00:00:00,3.04996
2005-03-28 06:00:00,2005-01-01,86 days 06:00:00,2.4283497
2005-03-28 12:00:00,2005-01-01,86 days 12:00:00,5.795357
2005-03-28 18:00:00,2005-01-01,86 days 18:00:00,4.3218727
2005-03-29 00:00:00,2005-01-01,87 days 00:00:00,2.94075
2005-03-29 06:00:00,2005-01-01,87 days 06:00:00,2.8144863
2005-03-29 12:00:00,2005-01-01,87 days 12:00:00,6.162007
2005-03-29 18:00:00,2005-01-01,87 days 18:00:00,4.8451023
2005-03-30 00:00:00,2005-01-01,88 days 00:00:00,3.3344858
2005-03-30 06:00:00,2005-01-01,88 days 06:00:00,2.7725222
2005-03-30 12:00:00,2005-01-01,88 days 12:00:00,6.0401897
2005-03-30 18:00:00,2005-01-01,88 days 18:00:00,4.533089
2005-03-31 00:00:00,2005-01-01,89 days 00:00:00,3.1056943
2005-03-31 06:00:00,2005-01-01,89 days 06:00:00,3.0613003
2005-03-31 12:00:00,2005-01-01,89 days 12:00:00,6.37027
2005-03-31 18:00:00,2005-01-01,89 days 18:00:00,4.880274
2005-04-01 00:00:00,2005-01-01,90 days 00:00:00,3.3792892
2005-04-01 06:00:00,2005-01-01,90 days 06:00:00,3.0959985
2005-04-01 12:00:00,2005-01-01,90 days 12:00:00,6.345405
2005-04-01 18:00:00,2005-01-01,90 days 18:00:00,4.9294734
2005-04-02 00:00:00,2005-01-01,91 days 00:00:00,3.3732953
2005-04-02 06:00:00,2005-01-01,91 days 06:00:00,3.0434146
2005-04-02 12:00:00,2005-01-01,91 days 12:00:00,5.846406
2005-04-02 18:00:00,2005-01-01,91 days 18:00:00,4.6114936
2005-04-03 00:00:00,2005-01-01,92 days 00:00:00,3.2262976
2005-04-03 06:00:00,2005-01-01,92 days 06:00:00,3.1051013
2005-04-03 12:00:00,2005-01-01,92 days 12:00:00,6.02274
2005-04-03 18:00:00,2005-01-01,92 days 18:00:00,4.72107
2005-04-04 00:00:00,2005-01-01,93 days 00:00:00,3.381275
2005-04-04 06:00:00,2005-01-01,93 days 06:00:00,3.242684
2005-04-04 12:00:00,2005-01-01,93 days 12:00:00,6.2990637
2005-04-04 18:00:00,2005-01-01,93 days 18:00:00,5.0556755
2005-04-05 00:00:00,2005-01-01,94 days 00:00:00,3.4102345
2005-04-05 06:00:00,2005-01-01,94 days 06:00:00,3.1153493
2005-04-05 12:00:00,2005-01-01,94 days 12:00:00,6.546941
2005-04-05 18:00:00,2005-01-01,94 days 18:00:00,5.141054
2005-04-06 00:00:00,2005-01-01,95 days 00:00:00,3.285812
2005-04-06 06:00:00,2005-01-01,95 days 06:00:00,3.216508
2005-04-06 12:00:00,2005-01-01,95 days 12:00:00,7.058826
2005-04-06 18:00:00,2005-01-01,95 days 18:00:00,5.5422125
2005-04-07 00:00:00,2005-01-01,96 days 00:00:00,3.9052222
2005-04-07 06:00:00,2005-01-01,96 days 06:00:00,3.9058633
2005-04-07 12:00:00,2005-01-01,96 days 12:00:00,7.293245
2005-04-07 18:00:00,2005-01-01,96 days 18:00:00,6.015931
2005-04-08 00:00:00,2005-01-01,97 days 00:00:00,4.3441815
2005-04-08 06:00:00,2005-01-01,97 days 06:00:00,4.04378
2005-04-08 12:00:00,2005-01-01,97 days 12:00:00,7.322357
